Taxonomy_node_ID	clusterName	Markers
CS201912132_14	Inh GAD1 LOC108589948	ensembl:ENSCJAG00000012054
CS201912132_17	Inh GAD1 NPSR1	ensembl:ENSCJAG00000004708
CS201912132_13	Inh GAD1 PCP4	ensembl:ENSCJAG00000016186|ensembl:ENSCJAG00000012054
CS201912132_2	Inh LAMP5 COL5A2	ensembl:ENSCJAG00000011083|ensembl:ENSCJAG00000001731
CS201912132_6	Inh LAMP5 LOC108591196	ensembl:ENSCJAG00000016026
CS201912132_3	Inh LAMP5 TOX2	ensembl:ENSCJAG00000008763|ensembl:ENSCJAG00000012643|ensembl:ENSCJAG00000017806
CS201912132_4	Inh LAMP5 TRPC6	ensembl:ENSCJAG00000017132|ensembl:ENSCJAG00000000595
CS201912132_5	Inh LAMP5 WWP1	ensembl:ENSCJAG00000008705
CS201912132_9	Inh PAX6 ANKRD6	ensembl:ENSCJAG00000019242|ensembl:ENSCJAG00000022026|ensembl:ENSCJAG00000000773
CS201912132_12	Inh PAX6 CDH4	ensembl:ENSCJAG00000001025|ensembl:ENSCJAG00000042612|ensembl:ENSCJAG00000012054
CS201912132_7	Inh PAX6 HMBOX1	ensembl:ENSCJAG00000012643|ensembl:ENSCJAG00000018513
CS201912132_26	Inh PAX6 MEIS2	ensembl:ENSCJAG00000007020
CS201912132_48	Inh PVALB ADAMTS3	ensembl:ENSCJAG00000066412|ensembl:ENSCJAG00000018100|ensembl:ENSCJAG00000003634
CS201912132_46	Inh PVALB C8H7orf62	ensembl:ENSCJAG00000020745|ensembl:ENSCJAG00000013769|ensembl:ENSCJAG00000005003
CS201912132_52	Inh PVALB FAM19A4	ensembl:ENSCJAG00000017968
CS201912132_45	Inh PVALB GSTK1	ensembl:ENSCJAG00000031425|ensembl:ENSCJAG00000017968|ensembl:ENSCJAG00000005003
CS201912132_51	Inh PVALB KLHL29	ensembl:ENSCJAG00000055835|ensembl:ENSCJAG00000006964|ensembl:ENSCJAG00000012812
CS201912132_44	Inh PVALB LOC103789439	ensembl:ENSCJAG00000010350|ensembl:ENSCJAG00000005003
CS201912132_42	Inh PVALB LOC103790362	ensembl:ENSCJAG00000016026|ensembl:ENSCJAG00000010350|ensembl:ENSCJAG00000005021
CS201912132_43	Inh PVALB OSBP2	ensembl:ENSCJAG00000018570|ensembl:ENSCJAG00000015118
CS201912132_41	Inh PVALB OTOGL	ensembl:ENSCJAG00000032110|ensembl:ENSCJAG00000012782|ensembl:ENSCJAG00000017968
CS201912132_50	Inh PVALB PCDH19	ensembl:ENSCJAG00000018036|ensembl:ENSCJAG00000017968
CS201912132_49	Inh PVALB SST EYS	ensembl:ENSCJAG00000031425|ensembl:ENSCJAG00000017968
CS201912132_47	Inh PVALB SST LRRC6	ensembl:ENSCJAG00000016026|ensembl:ENSCJAG00000031425|ensembl:ENSCJAG00000009419|ensembl:ENSCJAG00000017806
CS201912132_11	Inh SNCG CNTN4	ensembl:ENSCJAG00000003308|ensembl:ENSCJAG00000004978|ensembl:ENSCJAG00000039809
CS201912132_18	Inh SNCG LOC108587895	ensembl:ENSCJAG00000008412|ensembl:ENSCJAG00000003297
CS201912132_8	Inh SNCG PLPPR1	ensembl:ENSCJAG00000000775|ensembl:ENSCJAG00000001494
CS201912132_34	Inh SST ABI3BP	ensembl:ENSCJAG00000000533
CS201912132_38	Inh SST AIM1	ensembl:ENSCJAG00000034303|ensembl:ENSCJAG00000047134
CS201912132_33	Inh SST CBLN4	ensembl:ENSCJAG00000011242|ensembl:ENSCJAG00000007060
CS201912132_31	Inh SST KIRREL3	ensembl:ENSCJAG00000016026|ensembl:ENSCJAG00000017913|ensembl:ENSCJAG00000002746
CS201912132_29	Inh SST LOC103788138	ensembl:ENSCJAG00000008763|ensembl:ENSCJAG00000005246|ensembl:ENSCJAG00000047134
CS201912132_32	Inh SST LOC103788660	ensembl:ENSCJAG00000007060|ensembl:ENSCJAG00000016026|ensembl:ENSCJAG00000000746
CS201912132_28	Inh SST LOC108588801	ensembl:ENSCJAG00000016026
CS201912132_27	Inh SST LOC108589054	ensembl:ENSCJAG00000005003|ensembl:ENSCJAG00000012054
CS201912132_37	Inh SST LTBP1	ensembl:ENSCJAG00000010171|ensembl:ENSCJAG00000047134
CS201912132_30	Inh SST MPP5	ensembl:ENSCJAG00000005600|ensembl:ENSCJAG00000013762|ensembl:ENSCJAG00000068961
CS201912132_1	Inh SST NPY	ensembl:ENSCJAG00000040907
CS201912132_36	Inh SST P4HA1	ensembl:ENSCJAG00000000533|ensembl:ENSCJAG00000003875|ensembl:ENSCJAG00000019097
CS201912132_40	Inh SST PCSK5	ensembl:ENSCJAG00000014208|ensembl:ENSCJAG00000012643|ensembl:ENSCJAG00000000796
CS201912132_35	Inh SST TMEFF2	ensembl:ENSCJAG00000002120|ensembl:ENSCJAG00000004049
CS201912132_39	Inh SST VAPA	ensembl:ENSCJAG00000031425
CS201912132_24	Inh VIP CIT	ensembl:ENSCJAG00000003308|ensembl:ENSCJAG00000000989|ensembl:ENSCJAG00000012240
CS201912132_10	Inh VIP CYP19A1	ensembl:ENSCJAG00000007504
CS201912132_20	Inh VIP FIGN	ensembl:ENSCJAG00000014962|ensembl:ENSCJAG00000017309|ensembl:ENSCJAG00000000796
CS201912132_21	Inh VIP GPR149	ensembl:ENSCJAG00000042700|ensembl:ENSCJAG00000048653
CS201912132_16	Inh VIP LOC100397259	ensembl:ENSCJAG00000048653|ensembl:ENSCJAG00000014617
CS201912132_22	Inh VIP LOC108588071	ensembl:ENSCJAG00000018572
CS201912132_25	Inh VIP LOC108588539	
CS201912132_19	Inh VIP LOC108589153	ensembl:ENSCJAG00000000900|ensembl:ENSCJAG00000066412|ensembl:ENSCJAG00000000774
CS201912132_15	Inh VIP THSD7B	ensembl:ENSCJAG00000012054
CS201912132_23	Inh VIP VAT1L	ensembl:ENSCJAG00000017909|ensembl:ENSCJAG00000012816
CS201912132_94	Micro TYROBP LOC103788313	
CS201912132_78	OPC PDGFRA VCAN	ensembl:ENSCJAG00000011161
CS201912132_83	Oligo OPALIN LOC103790018	
CS201912132_84	Oligo OPALIN MOBP	ensembl:ENSCJAG00000012416|ensembl:ENSCJAG00000020690
CS201912132_69	Oligo SLC1A3 LOC103793418	ensembl:ENSCJAG00000007708|ensembl:ENSCJAG00000003343
CS201912132_88	Peri SLC1A3 CHST3	ensembl:ENSCJAG00000001828|ensembl:ENSCJAG00000002121
CS201912132_89	Peri SLC1A3 EPSTI1	ensembl:ENSCJAG00000012821|ensembl:ENSCJAG00000008380
CS201912132_90	VLMC PDGFRA C7	ensembl:ENSCJAG00000007321|ensembl:ENSCJAG00000019513
CS201912132_91	VLMC SLC1A3 CEMIP	ensembl:ENSCJAG00000008193
CS201912132_92	VLMC SLC1A3 SLC13A3	ensembl:ENSCJAG00000018725|ensembl:ENSCJAG00000016913
CS201912132_93	VLMC SLC1A3 SLC47A1	ensembl:ENSCJAG00000001307
