Taxonomy_node_ID	clusterName	Markers
CS202002013_72	L5 ET_3	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000022112|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000020140|ensembl:ENSMUSG00000090125|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000039620
CS202002013_73	L5 ET_4	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000043659|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000090125|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000038331
CS202002013_65	L5 IT Pld5_1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000019889|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000045613|ensembl:ENSMUSG00000017978
CS202002013_66	L5 IT Pld5_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000029154|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000045613|ensembl:ENSMUSG00000039037
CS202002013_61	L5 IT Rspo1_1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000084890|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000073565|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000017978
CS202002013_62	L5 IT Rspo1_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000084890|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000004415|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000032564|ensembl:ENSMUSG00000038331
CS202002013_250	L5 IT S100b_1	ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000059203
CS202002013_64	L5 IT S100b_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000116610|ensembl:ENSMUSG00000053399|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000039037
CS202002013_74	L5-6 NP CT	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000047907|ensembl:ENSMUSG00000027849
CS202002013_86	L5-6 NP_1	ensembl:ENSMUSG00000039519|ensembl:ENSMUSG00000045648|ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907|ensembl:ENSMUSG00000028031
CS202002013_87	L5-6 NP_2	ensembl:ENSMUSG00000035258|ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907|ensembl:ENSMUSG00000028031
CS202002013_88	L5-6 NP_3	ensembl:ENSMUSG00000026344|ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907
CS202002013_76	L6 CT Cpa6	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000022306|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000027849
CS202002013_75	L6 CT Gpr139	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000010651|ensembl:ENSMUSG00000063564|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000066197|ensembl:ENSMUSG00000027849
CS202002013_77	L6 CT Grp	ensembl:ENSMUSG00000049148|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000036218|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000022231|ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000039706|ensembl:ENSMUSG00000027849
CS202002013_79	L6 CT Kit_1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000025997|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000027849
CS202002013_80	L6 CT Kit_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000096972|ensembl:ENSMUSG00000025997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000047907|ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000027849
CS202002013_78	L6 CT Pou3f2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000022231|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000040420|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000039706|ensembl:ENSMUSG00000027849
CS202002013_69	L6 IT Car3	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000042596|ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331
CS202002013_67	L6 IT_1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000059857|ensembl:ENSMUSG00000016918|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000021765
CS202002013_68	L6 IT_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000049630|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000028909|ensembl:ENSMUSG00000016918|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331
CS202002013_81	L6b Col6a1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000046321|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000027849
CS202002013_85	L6b Kcnip1	ensembl:ENSMUSG00000053368|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000107384|ensembl:ENSMUSG00000051611|ensembl:ENSMUSG00000027849
CS202002013_84	L6b Ror1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000043556|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000027849
CS202002013_82	L6b Shisa6_1	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000024236|ensembl:ENSMUSG00000013766|ensembl:ENSMUSG00000110281|ensembl:ENSMUSG00000027849
CS202002013_83	L6b Shisa6_2	ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000110281|ensembl:ENSMUSG00000027849
CS202002013_2	Lamp5 Egln3_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000059187|ensembl:ENSMUSG00000030525|ensembl:ENSMUSG00000021508
CS202002013_3	Lamp5 Egln3_2	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000092094|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000024074|ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000021508
CS202002013_4	Lamp5 Egln3_3	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000020902|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000021508
CS202002013_8	Lamp5 Lhx6	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000110002|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000029361|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111
CS202002013_1	Lamp5 Pax6	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000024867|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000027168|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000021508
CS202002013_5	Lamp5 Pdlim5_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000005672|ensembl:ENSMUSG00000027971|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111|ensembl:ENSMUSG00000044447|ensembl:ENSMUSG00000049001
CS202002013_6	Lamp5 Pdlim5_2	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000005672|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111|ensembl:ENSMUSG00000049001
CS202002013_7	Lamp5 Slc35d3	ensembl:ENSMUSG00000055471|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000005672|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111|ensembl:ENSMUSG00000022231
CS202002013_89	Meis2	ensembl:ENSMUSG00000023800|ensembl:ENSMUSG00000027210
CS202002013_90	Meis2_Top2a	ensembl:ENSMUSG00000100832|ensembl:ENSMUSG00000098087|ensembl:ENSMUSG00000035551
CS202002013_113	Micro	
CS202002013_91	OPC Pdgfra	
CS202002013_95	Oligo Enpp6_1	ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000024985|ensembl:ENSMUSG00000013523
CS202002013_96	Oligo Enpp6_2	ensembl:ENSMUSG00000021835|ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000013523
CS202002013_97	Oligo Enpp6_3	ensembl:ENSMUSG00000026566|ensembl:ENSMUSG00000049690|ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000026347|ensembl:ENSMUSG00000015202|ensembl:ENSMUSG00000020422
CS202002013_98	Oligo Enpp6_4	ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000015202
CS202002013_99	Oligo Opalin_1	ensembl:ENSMUSG00000111994|ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000036777|ensembl:ENSMUSG00000032841|ensembl:ENSMUSG00000039316
CS202002013_100	Oligo Opalin_2	ensembl:ENSMUSG00000024810|ensembl:ENSMUSG00000032841|ensembl:ENSMUSG00000032517
CS202002013_101	Oligo Opalin_3	ensembl:ENSMUSG00000041460|ensembl:ENSMUSG00000049690|ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000032702|ensembl:ENSMUSG00000032841
CS202002013_102	Oligo Opalin_4	ensembl:ENSMUSG00000030616|ensembl:ENSMUSG00000029086|ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000032702|ensembl:ENSMUSG00000032841
CS202002013_114	PVM_1	ensembl:ENSMUSG00000101389
CS202002013_115	PVM_2	ensembl:ENSMUSG00000024610|ensembl:ENSMUSG00000030187
CS202002013_116	PVM_3	ensembl:ENSMUSG00000031494
CS202002013_112	Peri	
CS202002013_52	Pvalb Calb1_1	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000069132|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000100650
CS202002013_53	Pvalb Calb1_2	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000052353
CS202002013_49	Pvalb Egfem1	ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000073154|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000036834
CS202002013_48	Pvalb Gabrg1	ensembl:ENSMUSG00000001260|ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000091002
CS202002013_50	Pvalb Gpr149	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000026452|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000022297|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_55	Pvalb Il1rapl2	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000052353
CS202002013_51	Pvalb Kank4	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000026452|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000010066|ensembl:ENSMUSG00000034310|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000063531|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000052353
CS202002013_54	Pvalb Reln	ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353|ensembl:ENSMUSG00000111061
CS202002013_56	Pvalb Vipr2_1	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000001496|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000067028|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000002900|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_57	Pvalb Vipr2_2	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000067028|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_111	SMC	
CS202002013_11	Sncg Calb1_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000028364|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000042045|ensembl:ENSMUSG00000063661|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000027849
CS202002013_12	Sncg Calb1_2	ensembl:ENSMUSG00000024376|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000028364|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000027849
CS202002013_9	Sncg Col14a1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000059049|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000048967|ensembl:ENSMUSG00000039385|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000015766
CS202002013_13	Sncg Npy2r	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772
CS202002013_10	Sncg Slc17a8	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000059049|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000048967
CS202002013_42	Sst C1ql3_1	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000114028|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000052062|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000111950|ensembl:ENSMUSG00000048988
CS202002013_43	Sst C1ql3_2	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000030074|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000114028|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000035131
CS202002013_39	Sst Calb2	ensembl:ENSMUSG00000027965|ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_28	Sst Chodl	ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000029361|ensembl:ENSMUSG00000022860
CS202002013_36	Sst Crhr2_1	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000068220|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000026393|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000024990|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_37	Sst Crhr2_2	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000068220|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000026765|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000024990|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_34	Sst Etv1_1	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000026141|ensembl:ENSMUSG00000038156|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
